cp,r,q,moneyness,days,sigma,european,american,premium,premium_pct,premium_bp,vega
call,0.02,0.02,1.15,365,0.2,15.395039280887197,15.49146600231366,0.09642672142646269,0.6263493042604679,33.92612187790711,28.422559399356622
call,0.02,0.02,1.15,365,0.4,21.78160804830481,21.887987616295568,0.1063795679907571,0.48839170989965663,31.635813465926354,33.626310290814615
call,0.02,0.02,1.15,730,0.2,17.564804247882684,17.783479202856327,0.2186749549736433,1.2449609565105348,49.36940882745947,44.293614237490196
call,0.02,0.02,1.15,730,0.4,26.857744609963518,27.140100027384634,0.28235541742111536,1.0512998076404707,59.940258965478584,47.106139061516636
call,0.02,0.04,0.85,30,0.2,0.003812846439602502,0.0038195766571039293,6.730217501427389e-6,0.17651425537423507,0.32782658487530103,0.20529810003015575
call,0.02,0.04,0.85,30,0.4,0.4237897241080404,0.4243368328776966,0.0005471087696561905,0.1290991117841997,1.2337829998189003,4.434400293540253
call,0.02,0.04,0.85,91,0.2,0.2075313718540741,0.20864039437394727,0.0011090225198731596,0.5343878903537388,2.1139794798808382,5.246136636745752
call,0.02,0.04,0.85,91,0.4,2.4059162617691108,2.4146991965671294,0.008782934798018616,0.36505571443124024,5.850796603845515,15.011519614689586
call,0.02,0.04,0.85,365,0.2,2.0595575354674445,2.103278036578743,0.04372050111129866,2.1228103783648704,15.868334710381022,27.552041162011047
call,0.02,0.04,0.85,365,0.4,8.82200061526774,8.946692424873472,0.12469180960573212,1.4134187362210677,33.61736567532446,37.091487420520096
call,0.02,0.04,0.85,730,0.2,3.9944941894994344,4.1664817136851795,0.17198752418574514,4.305614579133924,38.950020771056316,44.15595185344515
call,0.02,0.04,0.85,730,0.4,13.909915588158384,14.316070913942088,0.40615532578370406,2.9198978470398997,78.20552462619514,51.934352173332435
call,0.02,0.04,1.0,30,0.2,2.200466710456233,2.2111632433276625,0.010696532871429465,0.48610291719485743,9.383105224806037,11.399779300301494
call,0.02,0.04,1.0,30,0.4,4.479641986676654,4.49008832249009,0.010446335813435681,0.2331957742271628,9.172107010365997,11.389243280338526
call,0.02,0.04,1.0,91,0.2,3.7101018492323306,3.7499099766062027,0.03980812737387218,1.0729658912762465,20.184521802733737,19.722105761495264
call,0.02,0.04,1.0,91,0.4,7.6504290339698215,7.691715263629541,0.041286229659719176,0.5396590109704694,20.992784492596954,19.666866810488454
call,0.02,0.04,1.0,365,0.2,6.798564496167167,7.018052803527608,0.21948830736044123,3.2284507631601107,57.26286892432806,38.32995298410414
call,0.02,0.04,1.0,365,0.4,14.43272416201313,14.689598182536937,0.2568740205238065,1.7798027429908057,67.77471649933477,37.901157510017434
call,0.02,0.04,1.0,730,0.2,8.81486015098092,9.340228992353413,0.5253688413724937,5.960036034309978,100.87482793273247,52.08126270340025
call,0.02,0.04,1.0,730,0.4,19.144910600937024,19.8121812232497,0.6672706223126745,3.4853681807216996,131.036452016701,50.922519042840754
call,0.02,0.04,1.15,30,0.2,12.872199382059136,13.043478260869563,0.17127887881042625,1.3306108282408158,2930.6773730716245,0.5844344395743225
call,0.02,0.04,1.15,30,0.4,13.450479980655075,13.507232098529094,0.05675211787401935,0.421933774524345,110.35424766155093,5.1427216511025735
call,0.02,0.04,1.15,91,0.2,12.86168942275809,13.143014486100409,0.28132506334231877,2.1873103454397578,379.82437032081793,7.4067144007820795
call,0.02,0.04,1.15,91,0.4,15.231800704289086,15.350616817834673,0.11881611354558785,0.7800529684722747,81.32681740886736,14.60970899036225
call,0.02,0.04,1.15,365,0.2,13.894763197334491,14.562179557152351,0.6674163598178602,4.803366205952285,222.27937256767598,30.02601420492386
call,0.02,0.04,1.15,365,0.4,20.422939353485447,20.870262311542476,0.44732295805702904,2.1902966576683656,132.2027699946737,33.83612598094966
call,0.02,0.04,1.15,730,0.2,14.875283502538295,16.072884774120165,1.1976012715818705,8.050947542462056,259.80711703974225,46.0957838733369
