cp,days,divfrac,tfrac,moneyness,lattice,fd,absdiff,volbp
call,91,0.005,0.6,1.0,5.802895827535702,5.802884655836787,1.1171698914402839e-5,0.005667872880825395
call,91,0.005,0.6,1.1,11.369304360471336,11.36934664276835,4.2282297014750725e-5,0.02908311964072521
call,91,0.005,0.85,0.9,2.0646904083722077,2.0647246554277783,3.424705557053542e-5,0.02131359748993388
call,91,0.005,0.85,1.0,5.8932179723636064,5.8933287978212725,0.00011082545766605278,0.05622624647323967
call,91,0.005,0.85,1.1,11.538655933488588,11.538856245206883,0.00020031171829515415,0.13778876022628989
call,91,0.01,0.25,0.9,1.908884295292328,1.9088640965540602,2.0198738267751537e-5,0.012942294057956372
call,91,0.01,0.25,1.0,5.529014056185689,5.528994635819341,1.9420366347944196e-5,0.009871353164279
call,91,0.01,0.25,1.1,10.961602374741258,10.96161626302034,1.3888279083218436e-5,0.009338360200810565
call,91,0.01,0.6,0.9,1.9308924703942418,1.930887966379229,4.5040150127295675e-6,0.0028853401407230752
call,91,0.01,0.6,1.0,5.611429881105629,5.611470349104964,4.046799933554723e-5,0.020569482011009693
call,91,0.01,0.6,1.1,11.19249608676284,11.192624680502858,0.00012859374001727986,0.08647861126790568
call,91,0.01,0.85,0.9,2.0064034830322557,2.0065222447105673,0.00011876167831159634,0.07606932426260848
call,91,0.01,0.85,1.0,5.813675004032046,5.813953970070184,0.0002789660381381509,0.14179389230196005
call,91,0.01,0.85,1.1,11.478176364781687,11.478609565442126,0.00043320066043861516,0.2913570290146904
call,91,0.02,0.25,0.9,1.6837159142855356,1.6836952441477908,2.0670137744760453e-5,0.014095707925250094
call,91,0.02,0.25,1.0,5.047957600652374,5.047975740725289,1.8140072914896166e-5,0.009291982566853587
call,91,0.02,0.25,1.1,10.453141914213983,10.453252958454994,0.00011104424101127108,0.071618175535075
call,91,0.02,0.6,0.9,1.7536389907659984,1.753647266595535,8.275829536552592e-6,0.005641019956751141
call,91,0.02,0.6,1.0,5.339677196431774,5.339847847869647,0.0001706514378732038,0.08740734387364615
call,91,0.02,0.6,1.1,10.989965813489684,10.99035813366883,0.0003923201791451447,0.25309680940971496
call,91,0.02,0.85,0.9,1.925841414578755,1.9260780799990895,0.0002366654203345142,0.16126509947836912
call,91,0.02,0.85,1.0,5.713638783136016,5.714003608119681,0.0003648249836647466,0.18685307972968476
call,91,0.02,0.85,1.1,11.409053256473367,11.409568691945248,0.0005154354718808207,0.33258679395479335
call,182,0.005,0.25,0.9,4.348152417078983,4.348121380659719,3.1036419263941184e-5,0.011806644965877224
call,182,0.005,0.25,1.0,8.548162980472394,8.548129160497128,3.381997526652469e-5,0.012250477255606797
call,182,0.005,0.25,1.1,13.74999541460745,13.749972565219284,2.2849388166434892e-5,0.010112238877089213
call,182,0.005,0.6,0.9,4.361706153077866,4.361679382947101,2.677013076457513e-5,0.01018269904451612
call,182,0.005,0.6,1.0,8.563646945368454,8.56361808982847,2.885553998410728e-5,0.01045218678489408
call,182,0.005,0.6,1.1,13.764099236481925,13.764081160669665,1.8075812260320845e-5,0.00800028813731449
